name,cancer type,pubmed id
RPL34-AS1,colorectal cancer,24908062
RPL34-AS1,gastric cancer,26237576
RPLP0P2,lung adenocarcinoma,25089627
RPLP0P2,lung adenocarcinoma,27460542
RPPH1,esophageal cancer,32351293
RPPH1,colorectal cancer,31685807
RPPH1,acute myeloid leukemia,31645843
RPPH1,breast cancer,29200969
RPSAP52,glioblastoma,32368136
RPSAP52,pituitary adenoma,31076808
RRP1B,laryngeal squamous cell cancer,25257554
Rs11655237,cervical cancer,31957869
RSU1P2,cervical cancer,27487126
RUNDC3A-AS1,thyroid cancer,29923329
RUNX1-IT1,hepatocellular carcinoma,32024815
RUNX1-IT1,colorectal cancer,30499136
RUNX1-IT1,hepatocellular carcinoma,31646558
RUNX2-AS1,multiple myeloma,29895968
RUNXOR,lung cancer,29914443
RUNXOR,lung cancer,29914443
RUSC1-AS1,breast cancer,31378902
RUSC1-AS-N,breast cancer,30569097
SAMD12-AS1,glioma,31646576
SAMMSON,glioblastoma,32236901
SAMMSON,hepatocellular carcinoma,31164410
SAMMSON,papillary thyroid cancer,31478331
SAMMSON,glioblastoma,31283714
SAMMSON,melanoma,27008969
SAMMSON,liver cancer,29262600
SANT1,renal cell carcinoma,30951404
SAP30L-AS1,prostate cancer,30599235
SAP30L-AS1,prostate cancer,29614511
SATB1-AS1,laryngeal squamous cell cancer,32174248
SATB1-AS1,colorectal cancer,31708689
SATB2-AS1,Colorectal cancer,30858153
SATB2-AS1,colorectal cancer,31492160
SATB2-AS1,osteosarcoma,28190168
SBDSP1,colorectal cancer,28975982
SBDSP1,colorectal cancer,27890432
SBF2-AS1,non small cell lung cancer,32364763
SBF2-AS1,pancreatic cancer,32301277
SBF2-AS1,esophageal squamous cell carcinoma,32229486
SBF2-AS1,Colorectal cancer,30912164
SBF2-AS1,Cervical Cancer,30856345
SBF2-AS1,breast cancer,31952549
SBF2-AS1,non small cell lung cancer,31928130
SBF2-AS1,lung adenocarcinoma,31071530
SBF2-AS1,small cell lung cancer,31050364
SBF2-AS1,glioblastoma,30992025
SBF2-AS1,hepatocellular carcinoma,30115383
SBF2-AS1,hepatocellular carcinoma,30338801
SBF2-AS1,osteosarcoma,31432728
SBF2-AS1,lung adenocarcinoma,26918601
SBF2-AS1,non small cell lung cancer,27460731
SBF2-AS1,non small cell lung cancer,27154193
SCAL1,lung cancer,23672216
SCAMP1,pediatric renal cell carcinoma,31550675
SCARNA2,colorectal cancer,30443961
SchLAH,hepatocellular carcinoma,28196303
SChLAP1,glioblastoma,31492748
SChLAP1,bladder cancer,26861061
SChLAP1,prostate cancer,29614511
SChLAP1,prostate cancer,26724257
SChLAP1,prostate cancer,25499224
SChLAP1,prostate cancer,25456366
SCHLAP1,prostate cancer,27922078
SChLAP1,prostate cancer,24076601
SDHAP1,ovarian cancer,32211849
SDMGC,gastric cancer,25866896
SDPR-AS,non small cell lung cancer,31352804
SDPR-AS,papillary thyroid cancer,31334828
SDPR-AS,renal cell carcinoma,28790838
SEMA3B-AS1,esophageal squamous cell carcinoma,30915595
SEMA3B-AS1,gastric cardia adenocarcinoma,30656427
SEMA3B-AS1,hepatocellular carcinoma,31251699
SEMA6A-AS1,hepatocellular carcinoma,32070484
SERHL,hepatocellular carcinoma,29684484
SERTAD2-3,osteosarcoma,31999493
SFTA1P,lung squamous cell carcinoma,29228625
SFTA1P,gastric cancer,29523596
SFTA1P,lung adenocarcinoma,28231733
SGO1-AS1,breast cancer,31156154
SH3BP5-AS1,Neuroblastoma,30886518
SH3PXD2A-AS1,colorectal cancer,29734178
SIK1-lnc,lung cancer,30050311
SIRT1-AS,hepatocellular carcinoma,26324025
SKAI1BC,triple negative breast cancer,28978052
Skp2,non small cell lung cancer,26482610
SLC16A1-AS1,non small cell lung cancer,31371390
SLC25A25-AS1,colorectal cancer,27553025
SLC25A27,hepatocellular carcinoma,27285756
SLC25A5-AS1,gastric cancer,30793479
SLC26A4-AS1,malignant glioma,32255252
SLC26A4-AS1,papillary thyroid cancer,31556116
SLC2A1-AS1,hepatocellular carcinoma,32174012
SLC6A9-5:2,papillary thyroid cancer,28086241
SLC7A11-AS1,pancreatic ductal adenocarcinoma,32036249
SLC7A11-AS1,gastric cancer,29348845
XR_243433.2,hepatocellular carcinoma,27285756
SLC9A3-AS1,lung cancer,31336224
SLCO4A1-AS1,bladder cancer,30863101
SLCO4A1-AS1,colorectal cancer,31853225
SLCO4A1-AS1,colorectal cancer,30039525
SLCO4A1-AS1,colorectal cancer,30201010
SLCO4A1-AS1,colorectal cancer,31308265
SLCO4A1-AS1,colorectal cancer,27147563
SLINKY,kidney cancer,28423633
SlncR,melanoma,31116991
SlncR1,non small cell lung cancer,31524254
SlncR1,melanoma,27210747
SMAD5-AS1,diffuse large B-cell lymphoma,30874550
SMAD5-AS1,nasopharyngeal cancer,31557058
SMAD5-AS1,nasopharyngeal cancer,31921616
SMARCC2,gastric cancer,31308753
SMARCC2,gastric cancer,29337109
SNAI3-AS1,hepatocellular carcinoma,31264769
snaR,liver cancer,31186778
snaR,ovarian cancer,30093110
snaR,laryngeal squamous cell cancer,30506952
snaR,breast cancer,27919948
snaR,colon cancer,25078450
SND1,clear cell renal cell carcinoma,18348187
SNHG1,esophageal squamous cell carcinoma,32158227
SNHG1,esophageal squamous cell carcinoma,32021418
SNHG1,cholangiocarcinoma,29970899
SNHG1,breast cancer,29886172
SNHG1,colorectal cancer,32334448
SNHG1,breast cancer,32323846
SNHG1,gastric cancer,32277646
SNHG1,papillary thyroid cancer,31791587
SNHG1,non small cell lung cancer,31788970
SNHG1,cholangiocarcinoma,30764893
SNHG1,pancreatic cancer,31933880
SNHG1,neuroblastoma,31696485
SNHG1,meningioma,31692066
SNHG1,glioma,31189920
SNHG1,hepatocellular carcinoma,31053148
SNHG1,liver cancer,31002127
SNHG1,lung cancer,30098474
SNHG1,pancreatic ductal adenocarcinoma,30087712
SNHG1,hepatocellular carcinoma,30066898
SNHG1,laryngeal squamous cell cancer,30323965
SNHG1,colorectal cancer,30266084
SNHG1,gastric cancer,30391432
SNHG1,hepatocellular carcinoma,32190150
SNHG1,osteosarcoma,30592267
SNHG1,pancreatic cancer,30520072
SNHG1,laryngeal cancer,31378897
SNHG1,breast cancer,31354360
SNHG1,hepatocellular carcinoma,31330233
SNHG1,acute myeloid leukemia,31298340
SNHG1,non small cell lung cancer,31288529
SNHG1,colorectal cancer,31276207
SNHG1,neuroblastoma,27517149
SNHG1,laryngeal squamous cell cancer,29565491
SNHG1,lung squamous cell carcinoma,28415044
SNHG1,osteosarcoma,29115574
SNHG1,nasopharyngeal cancer,29575772
SNHG1,glioma,28501778
SNHG1,ovarian cancer,29424921
SNHG1,colon cancer,29749530
SNHG1,cervical cancer,28930646
SNHG1,gastric cancer,28754593
SNHG1,esophageal cancer,28423738
SNHG1,non small cell lung cancer,29466052
SNHG1,non small cell lung cancer,25818744
SNHG1,hepatocellular carcinoma,27932778
SNHG1,esophageal cancer,29081407
SNHG1,hepatocellular carcinoma,27133041
SNHG1,non small cell lung cancer,28147312
SNHG1,prostate cancer,28400279
SNHG1,prostate cancer,27556357
SNHG1,prostate cancer,27556357
SNHG1,colorectal cancer,29416759
SNHG1,colorectal cancer,29340086
SNHG1,colorectal cancer,29509245
SNHG1,colorectal cancer,28759957
SNHG1,cholangiocarcinoma,29970899
SNHG1,lung cancer,29872497
SNHG10,Hepatocarcinogenesis,31101763
SNHG11,hepatocellular carcinoma,32021286
SNHG11,lung cancer,32239719
SNHG11,prostate cancer,30906477
SNHG11,colorectal cancer,31633800
SNHG12,esophageal squamous cell carcinoma,32086782
SNHG12,glioblastoma,32039732
SNHG12,osteosarcoma,31743769
SNHG12,glioma,30015836
SNHG12,breast cancer,32269676
SNHG12,esophageal squamous cell carcinoma,32239639
SNHG12,ovarian cancer,30964158
SNHG12,prostate cancer,30945357
SNHG12,non small cell lung cancer,30719111
SNHG12,cervical squamous cell carcinoma,31943193
SNHG12,prostate cancer,31933941
SNHG12,clear cell renal cell carcinoma,31824846
SNHG12,gastric cancer,31808752
SNHG12,renal cell carcinoma,31114448
SNHG12,osteosarcoma,30119255
SNHG12,glioma,30098431
SNHG12,cervical cancer,30246459
SNHG12,papillary thyroid cancer,31355416
SNHG12,colorectal cancer,31316616
SNHG12,prostate cancer,31267540
SNHG12,gastric cancer,31258654
SNHG12,lung adenocarcinoma,28793054
SNHG12,cervical cancer,29533945
SNHG12,glioma,29499929
SNHG12,hepatocellular carcinoma,28073380
SNHG12,papillary thyroid cancer,29630517
SNHG12,colorectal cancer,28225893
SNHG12,breast cancer,28337281
SNHG12,non small cell lung cancer,29137407
SNHG12,gastric cancer,29565487
SNHG12,gastric cancer,29207106
SNHG12,osteosarcoma,29229388
SNHG12,osteosarcoma,26486328
SNHG12,glioma,30015836
SNHG14,non small cell lung cancer,32153123
SNHG14,prostate cancer,32016964
SNHG14,colorectal cancer,31704614
SNHG14,breast cancer,30015837
SNHG14,breast cancer,30964172
SNHG14,pancreatic cancer,31513352
SNHG14,pancreatic ductal adenocarcinoma,31929143
SNHG14,lung adenocarcinoma,31858549
SNHG14,ovarian cancer,31841176
SNHG14,ovarian cancer,31173283
SNHG14,cervical cancer,31114991
SNHG14,diffuse Large B-Cell Lymphoma,31570691
SNHG14,breast cancer,30063126
SNHG14,non small cell lung cancer,30254102
SNHG14,cervical cancer,30611620
SNHG14,colorectal cancer,31471872
SNHG14,colorectal cancer,31273190
SNHG14,non small cell lung cancer,31252267
SNHG14,hepatocellular carcinoma,31632558
SNHG14,clear cell renal cell carcinoma,29312804
SNHG14,gastric cancer,29667771
SNHG14,glioma,29552296
SNHG14,breast cancer,30015837
SNHG15,breast cancer,32021307
SNHG15,non small cell lung cancer,29771418
SNHG15,prostate cancer,30981837
SNHG15,colorectal cancer,30945457
SNHG15,non small cell lung cancer,30840276
SNHG15,colorectal cancer,31014355
SNHG15,lung cancer,30402848
SNHG15,pancreatic Ductal adenocarcinoma,30280769
SNHG15,papillary thyroid cancer,30237435
SNHG15,thyroid cancer,30623483
SNHG15,glioblastoma,31462285
SNHG15,hepatocellular carcinoma,31310393
SNHG15,hepatocellular carcinoma,31636472
SNHG15,renal cell carcinoma,29750422
SNHG15,glioma,29048682
SNHG15,colon cancer,29604394
SNHG15,colorectal cancer,27147563
SNHG15,hepatocellular carcinoma,27212162
SNHG15,gastric cancer,26662309
SNHG15,non small cell lung cancer,29630731
SNHG15,breast cancer,29217194
SNHG15,osteosarcoma,28720111
SNHG15,pancreatic cancer,29137412
SNHG15,non small cell lung cancer,29771418
SNHG15,breast cancer,29886172
SNHG16,pancreatic cancer,32141539
SNHG16,breast cancer,32122142
SNHG16,multiple myeloma,32025219
SNHG16,neuroblastoma,32021273
SNHG16,esophageal squamous cell carcinoma,29949155
SNHG16,breast cancer,32345959
SNHG16,clear cell renal cell carcinoma,32329831
SNHG16,prostate cancer,32210616
SNHG16,cervical cancer,31774223
SNHG16,pancreatic cancer,30981105
SNHG16,glioma,30972632
SNHG16,colorectal cancer,30962265
SNHG16,osteosarcoma,30923843
SNHG16,osteosarcoma,30909141
SNHG16,hepatocellular carcinoma,30893293
SNHG16,gastric cancer,30854107
SNHG16,hepatocellular carcinoma,30784284
SNHG16,hepatocellular carcinoma,30779219
SNHG16,glioma,30743215
SNHG16,gastric cancer,31561329
SNHG16,non small cell lung cancer,31953899
SNHG16,neuroblastoma,31919621
SNHG16,endometrial cancer,31814916
SNHG16,retinoblastoma,31806989
SNHG16,hepatocellular carcinoma,31696971
SNHG16,pancreatic cancer,31664866
SNHG16,neuroblastoma,31180520
SNHG16,bladder cancer,30132983
SNHG16,osteosarcoma,30453308
SNHG16,acute lymphoblastic leukemia,30380185
SNHG16,non small cell lung cancer,30287374
SNHG16,papillary thyroid cancer,30705598
SNHG16,oral squamous cell carcinoma,30607006
SNHG16,hepatocellular carcinoma,30573973
SNHG16,colon cancer,31502038
SNHG16,diffuse large B-cell lymphoma,31483572
SNHG16,hepatocellular carcinoma,31306653
SNHG16,Hepatocellular Carcinoma,31293662
SNHG16,hepatocellular carcinoma,31256427
SNHG16,retinoblastoma,31234025
SNHG16,glioma,31226483
SNHG16,esophageal squamous cell carcinoma,29416674
SNHG16,glioma,29529599
SNHG16,cervical cancer,29126969
SNHG16,breast cancer,28232182
SNHG16,gastric cancer,29081409
SNHG16,ovarian cancer,29461589
SNHG16,bladder cancer,29234154
SNHG16,colorectal cancer,27396952
SNHG16,bladder cancer,27793008
SNHG16,esophageal squamous cell carcinoma,29949155
SNHG17,breast cancer,32042267
SNHG17,glioma,32009853
SNHG17,prostate cancer,32351538
SNHG17,breast cancer,30981459
SNHG17,gastric cancer,30779073
SNHG17,melanoma,31599425
SNHG17,gastric cancer,30256413
SNHG17,non small cell lung cancer,31310946
SNHG17,colorectal cancer,28933484
SNHG18,glioma,31798634
SNHG18,glioma,27788958
SNHG20,epithelial ovarian cancer,30846486
SNHG20,non small cell lung cancer,30780105
SNHG20,esophageal squamous cell carcinoma,30767270
SNHG20,glioma,30744670
SNHG20,non small cell lung cancer,31957836
SNHG20,laryngeal squamous cell cancer,31081112
SNHG20,osteosarcoma,30120876
SNHG20,bladder cancer,30106094
SNHG20,oral squamous cell carcinoma,30394668
SNHG20,hepatocellular carcinoma,30690477
SNHG20,glioma,30657567
SNHG20,oral squamous cell carcinoma,30655853
SNHG20,nasopharyngeal cancer,30546404
SNHG20,gastric cancer,30520073
SNHG20,prostate cancer,31497231
SNHG20,glioma,31298384
SNHG20,cervical cancer,29604594
SNHG20,non small cell lung cancer,28981099
SNHG20,ovarian cancer,29101241
SNHG20,gastric cancer,29113337
SNHG20,colorectal cancer,27543107
SNHG20,hepatocellular carcinoma,29684484
SNHG20,hepatocellular carcinoma,28282787
SNHG20,hepatocellular carcinoma,27053960
SNHG22,epithelial ovarian cancer,31581131
SNHG24,boneinvasive pituitary adenomas,29980532
SNHG3,papillary thyroid cancer,32048306
SNHG3,ovarian cancer,29921511
SNHG3,papillary thyroid cancer,32284745
SNHG3,prostate cancer,32248648
SNHG3,colorectal cancer,32187965
SNHG3,oral squamous cell carcinoma,31762107
SNHG3,osteosarcoma,30791797
SNHG3,gastric cancer,31534128
SNHG3,breast cancer,31956955
SNHG3,intrahepatic cholangiocarcinoma,31934101
SNHG3,hepatocellular carcinoma,31692508
SNHG3,non small cell lung cancer,31602642
SNHG3,breast cancer,31586299
SNHG3,Lung Adenocarcinoma,30154938
SNHG3,hepatocellular carcinoma,30132868
SNHG3,glioma,30042166
SNHG3,acute myeloid leukemia,31452272
SNHG3,clear cell renal cell carcinoma,31505165
SNHG3,laryngeal cancer,31238052
SNHG3,colorectal cancer,28731158
SNHG3,hepatocellular carcinoma,26373735
SNHG3,ovarian cancer,29921511
SNHG4,liver cancer,31967298
SNHG4,prostate cancer,31608997
SNHG4,cervical cancer,31590627
SNHG4,lung cancer,31220419
SNHG5,nasopharyngeal cancer,32131767
SNHG5,acute myeloid leukemia,29917184
SNHG5,hepatocellular carcinoma,32329834
SNHG5,clear cell renal cell carcinoma,32281285
SNHG5,acute myeloid leukemia,32266420
SNHG5,clear cell renal cell carcinoma,32194916
SNHG5,glioma,31920337
SNHG5,endometrial cancer,31885582
SNHG5,ovarian cancer,31884343
SNHG5,acute myeloid leukemia,31884339
SNHG5,glioblastoma,31657621
SNHG5,gastric cancer,31173289
SNHG5,hepatocellular carcinoma,30166525
SNHG5,osteosarcoma,30114643
SNHG5,colorectal cancer,30395767
SNHG5,osteosarcoma,30250399
SNHG5,melanoma,30636880
SNHG5,chronic myelogenous leukemia,31506418
SNHG5,glioma,31292168
SNHG5,Breast Cancer,31255976
SNHG5,malignant melanoma,26440365
SNHG5,chronic myeloid leukemia,28861326
SNHG5,colorectal cancer,28004750
SNHG5,lung adenocarcinoma,29592872
SNHG5,bladder cancer,29434891
SNHG5,gastric cancer,27065326
SNHG5,gastric cancer,27871067
SNHG5,prostate cancer,27556357
SNHG5,prostate cancer,27556357
SNHG5,acute myeloid leukemia,29917184
SNHG6,non small cell lung cancer,32147945
SNHG6,non small cell lung cancer,32099396
SNHG6,hepatocellular carcinoma,29844127
SNHG6,glioma,29799357
SNHG6,pancreatic cancer,32265427
SNHG6,cholangiocarcinoma,32226515
SNHG6,prostate cancer,30911973
SNHG6,esophageal squamous cell carcinoma,30899408
SNHG6,breast cancer,30826970
SNHG6,hepatocellular carcinoma,31563323
SNHG6,colorectal cancer,31516391
SNHG6,esophageal squamous cell carcinoma,31853782
SNHG6,ovarian clear cell carcinoma,31119871
SNHG6,colorectal cancer,31118686
SNHG6,osteosarcoma,30988663
SNHG6,bladder cancer,30168179
SNHG6,tongue cancer,30463652
SNHG6,lung adenocarcinoma,30257360
SNHG6,colorectal cancer,30254467
SNHG6,colorectal cancer,30666158
SNHG6,colorectal cancer,30662328
SNHG6,colorectal cancer,30626446
SNHG6,renal cell carcinoma,30575902
SNHG6,breast cancer,30522015
SNHG6,breast cancer,31387807
SNHG6,colorectal cancer,31322251
SNHG6,hepatocellular carcinoma,31258024
SNHG6,wilms tumor,31257923
SNHG6,gastric cancer,28683446
SNHG6,hepatocellular carcinoma,27530352
SNHG6,glioblastoma,29579705
SNHG6,osteosarcoma,29608878
SNHG6,esophageal cancer,29616119
SNHG6,colorectal cancer,29506878
SNHG6,glioma,29799357
SNHG6,hepatocellular carcinoma,29844127
SNHG7,cervical cancer,32161467
SNHG7,prostate cancer,32049793
SNHG7,uveal melanoma,32002036
SNHG7,bladder cancer,30003751
SNHG7,osteosarcoma,29989838
SNHG7,colorectal cancer,29970122
SNHG7,colorectal cancer,29915311
SNHG7,esophageal cancer,29771415
SNHG7,malignant melanoma,32365219
SNHG7,neuroblastoma,32329857
SNHG7,cervical cancer,32275170
SNHG7,nasopharyngeal cancer,32218823
SNHG7,lung adenocarcinoma,32201260
SNHG7,cervical cancer,31773679
SNHG7,pancreatic cancer,30949340
SNHG7,bladder cancer,30719150
SNHG7,hepatocellular carcinoma,31545291
SNHG7,nasopharyngeal cancer,31944163
SNHG7,breast cancer,31897328
SNHG7,renal cell carcinoma,31841178
SNHG7,gastric cancer,31814518
SNHG7,breast cancer,31132353
SNHG7,osteosarcoma,31114984
SNHG7,thyroid cancer,31611982
SNHG7,neuroblastoma,30623419
SNHG7,breast cancer,30536320
SNHG7,bladder cancer,30527358
SNHG7,non small cell lung cancer,31486493
SNHG7,hepatic carcinoma,31478234
SNHG7,breast cancer,31378900
SNHG7,nasopharyngeal cancer,31364118
SNHG7,prostate cancer,31324390
SNHG7,hepatocellular carcinoma,31298322
SNHG7,melanoma,31210315
SNHG7,thyroid cancer,31210313
SNHG7,prostate cancer,29571017
SNHG7,glioblastoma,29360452
SNHG7,non small cell lung cancer,29131440
SNHG7,lung cancer,27666964
SNHG7,gastric cancer,29131253
SNHG7,esophageal cancer,29771415
SNHG7,bladder cancer,30003751
SNHG7,osteosarcoma,29989838
SNHG7,colorectal cancer,29970122
SNHG7,colorectal cancer,29915311
SNHG8,cervical cancer,31961005
SNHG8,non small cell lung cancer,30275712
SNHG8,Pancreatic adenocarcinoma,30556854
SNHG8,hepatocellular carcinoma,30537734
SNHG8,endometrial cancer,29630089
SNHG8,gastric cancer,29736176
SNHG8,gastric cancer,27835598
SNHG9,pancreatic cancer,30210701
SNHG9,glioblastoma,31504670
SOCAR,Ovarian cancer,31299360
SOCS2-AS,acute myeloid leukemia,32308425
SOCS2-AS1,prostate cancer,27342777
sONE,breast cancer,30968427
sONE,triple negative breast cancer,30081213
SOX2,Ewing sarcoma,31312393
SOX2,breast cancer,28882595
SOX21-AS1,glioma,31973536
SOX21-AS1,hepatocellular carcinoma,29772433
SOX21-AS1,triple negative breast cancer,32277517
SOX21-AS1,Cervical Cancer,30912129
SOX21-AS1,neuroblastoma,30992391
SOX21-AS1,colorectal cancer,29217166
SOX21-AS1,lung adenocarcinoma,28873379
SOX21-AS1,oral squamous cell carcinoma,27933111
SOX21-AS1,hepatocellular carcinoma,29772433
SOX2OT,bladder cancer,32019566
SOX2OT,hepatocellular carcinoma,29963193
SOX2OT,oesophageal squamous cell carcinoma,29849506
SOX2OT,gastric cancer,29782828
SOX2OT,cervical cancer,32286144
SOX2OT,multiple myeloma,32198978
SOX2OT,non small cell lung cancer,31933793
SOX2OT,pancreatic ductal adenocarcinoma,31837005
SOX2OT,gastric cancer,30405772
SOX2OT,non small cell lung cancer,30214232
SOX2OT,pancreatic ductal adenocarcinoma,29643475
SOX2OT,esophageal squamous cell carcinoma,26862518
SOX2OT,glioblastoma,29132362
SOX2OT,cervical cancer,26703382
SOX2OT,neuroblastoma,26703382
SOX2OT,teratocarcinoma,26703382
SOX2OT,non small cell lung cancer,29504701
SOX2OT,ovarian cancer,29434823
SOX2OT,hepatocellular carcinoma,26703382
SOX2OT,colorectal cancer,27353770
SOX2OT,gastric cancer,27874951
SOX2OT,lung squamous cell carcinoma,24927902
SOX2OT,lung squamous cell carcinoma,20126410
SOX2OT,cholangiocarcinoma,29246536
SOX2OT,breast cancer,28240100
SOX2OT,breast cancer,26703382
SOX2OT,gastric cancer,27904704
SOX2OT,non small cell lung cancer,26846097
SOX2OT,hepatocellular carcinoma,26097588
SOX2OT,breast cancer,25006803
SOX2OT,esophageal squamous cell carcinoma,24105929
SOX2OT,breast cancer,26409453
SOX2OT,esophageal squamous cell carcinoma,29849506
SOX2OT,hepatocellular carcinoma,29963193
SOX2OT,gastric cancer,29782828
SOX2-OT,laryngeal cancer,32266028
SOX2-OT,laryngeal squamous cell cancer,30811870
SOX2-OT,lung squamous cell carcinoma,30986097
SOX2-OT,nasopharyngeal cancer,31099048
SOX2-OT,cholangiocarcinoma,30556855
SOX2-OT,osteosarcoma,28960757
SOX2-OT,laryngeal squamous cell cancer,28033431
SOX2OT-S1,esophageal squamous cell carcinoma,24105929
